N1309,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,
G20611,Irschen,1625,1110,22,1088,383,244,177,65,113,71,18,7,10,,,,,,
G20613,Kleblach-Lind,1007,719,15,704,247,170,113,49,64,40,14,4,3,,,,,,
G20616,Lendorf,1432,1006,8,998,307,206,200,83,70,75,47,4,6,,,,,,
G20618,Mallnitz,680,493,6,487,273,75,47,49,25,13,4,1,0,,,,,,
G20619,Malta,1684,1099,20,1079,337,145,283,122,88,60,43,1,0,,,,,,
G20620,Millstatt am See,2743,1745,26,1719,361,342,290,207,257,131,113,8,10,,,,,,
G20622,Mörtschach,678,443,15,428,66,111,100,73,28,37,7,3,3,,,,,,
G20624,Mühldorf,795,535,11,524,183,61,161,35,29,26,20,4,5,,,,,,
G20625,Oberdrauburg,1006,630,13,617,189,153,89,56,58,57,9,3,3,,,,,,
G20627,Obervellach,1893,1160,16,1144,286,211,243,159,78,119,36,5,7,,,,,,
G20630,Radenthein,5095,3311,89,3222,1028,321,681,348,329,320,137,21,37,,,,,,
G20631,Rangersdorf,1385,812,11,801,217,150,227,91,42,62,10,1,1,,,,,,
G20632,Rennweg am Katschberg,1517,1114,30,1084,299,307,205,86,81,59,43,3,1,,,,,,
G20633,Sachsenburg,1048,682,11,671,198,85,180,60,35,64,40,3,6,,,,,,
G20634,Seeboden am Millstätter See,5080,3169,70,3099,666,501,659,350,361,276,251,13,22,,,,,,
G20635,Spittal an der Drau,12068,7633,131,7502,2325,870,1380,669,772,882,516,38,50,,,,,,
G20636,Stall,1365,907,11,896,233,131,210,233,24,51,12,2,0,,,,,,
G20637,Steinfeld,1703,1175,25,1150,423,183,268,86,79,63,41,6,1,,,,,,
G20638,Trebesing,1014,681,10,671,168,178,143,63,44,38,31,3,3,,,,,,
G20639,Weißensee,631,436,7,429,69,144,57,35,51,36,32,4,1,,,,,,
G20640,Winklern,987,590,7,583,169,88,141,70,46,41,26,0,2,,,,,,
G20642,Krems in Kärnten,1528,897,22,875,203,201,202,120,44,75,26,1,3,,,,,,
G20643,Lurnfeld,2116,1330,22,1308,402,192,243,158,131,89,87,4,2,,,,,,
G20644,Reißeck,1843,1255,24,1231,487,160,190,150,85,87,65,3,4,,,,,,
G20699,Wahlkarten - Spittal an der Drau,0,5107,50,5057,1478,978,697,426,779,346,291,28,34,,,,,,
G20700,Villach Land,52077,38607,688,37919,13426,4682,7279,3717,4120,2838,1366,233,258,,,,,,
G20701,Afritz am See,1226,850,8,842,291,84,220,84,79,52,22,5,5,,,,,,
G20702,Arnoldstein,5340,3506,67,3439,1468,338,653,324,291,218,93,29,25,,,,,,
G20703,Arriach,1181,746,20,726,184,113,213,73,67,53,20,1,2,,,,,,
G20705,Bad Bleiberg,1982,1305,29,1276,593,83,211,179,84,78,27,11,10,,,,,,
G20707,Feistritz an der Gail,527,376,7,369,119,102,61,28,28,18,7,4,2,,,,,,
G20708,Feld am See,957,650,17,633,165,67,177,82,68,46,20,5,3,,,,,,
G20710,Ferndorf,1850,1270,27,1243,483,109,322,87,89,86,44,16,7,,,,,,
G20711,Finkenstein am Faaker See,6867,4476,90,4386,1540,578,763,442,526,310,175,27,25,,,,,,
G20712,Fresach,1086,776,16,760,243,86,227,75,60,43,20,3,3,,,,,,
G20713,Hohenthurn,651,462,7,455,137,117,71,45,36,26,19,2,2,,,,,,
G20719,Nötsch im Gailtal,1853,1287,21,1266,511,185,244,72,129,86,29,3,7,,,,,,
G20720,Paternion,4815,3329,63,3266,1087,363,675,311,317,304,162,23,24,,,,,,
G20721,Rosegg,1490,967,25,942,276,123,183,119,114,80,33,3,11,,,,,,
G20722,St. Jakob im Rosental,3524,2352,47,2305,1032,205,342,184,275,170,62,16,19,,,,,,
G20723,Stockenboi,1365,982,21,961,288,154,235,71,69,92,38,4,10,,,,,,
G20724,Treffen am Ossiacher See,3568,2243,35,2208,633,303,457,239,263,159,126,16,12,,,,,,
G20725,Velden am Wörther See,7007,4329,70,4259,1231,590,767,529,530,364,196,22,30,,,,,,
G20726,Weißenstein,2512,1801,39,1762,708,189,355,154,150,132,57,7,10,,,,,,
G20727,Wernberg,4276,2835,39,2796,976,302,572,284,306,232,91,11,22,,,,,,
G20799,Wahlkarten - Villach Land,0,4065,40,4025,1461,591,531,335,639,289,125,25,29,,,,,,
G20800,Völkermarkt,33936,24933,647,24286,8842,4072,3726,2409,2644,1652,625,170,146,,,,,,
G20801,Bleiburg,3093,2035,48,1987,704,362,315,198,213,123,46,19,7,,,,,,
G20802,Diex,660,476,13,463,138,148,59,65,25,24,3,0,1,,,,,,
G20803,Eberndorf,4792,3178,74,3104,1308,416,478,323,280,206,61,16,16,,,,,,
G20804,Eisenkappel-Vellach,1937,1373,46,1327,642,182,142,80,148,67,38,19,9,,,,,,
G20805,Feistritz ob Bleiburg,1674,1168,29,1139,468,127,146,88,183,77,31,13,6,,,,,,
G20806,Gallizien,1469,1036,22,1014,345,163,179,117,106,62,31,5,6,,,,,,
G20807,Globasnitz,1332,899,24,875,317,106,108,50,193,68,17,8,8,,,,,,
G20808,Griffen,2821,1927,57,1870,522,449,358,224,124,127,44,12,10,,,,,,
G20810,Neuhaus,906,569,12,557,173,109,97,80,39,41,8,9,1,,,,,,
G20812,Ruden,1266,848,22,826,324,150,147,85,40,54,16,7,3,,,,,,
G20813,St. Kanzian am Klopeiner See,3403,2327,54,2273,727,390,342,235,267,187,85,19,21,,,,,,
G20815,Sittersdorf,1726,1142,25,1117,415,172,181,96,117,82,36,6,12,,,,,,
G20817,Völkermarkt,8857,5908,153,5755,2104,886,968,638,540,426,134,27,32,,,,,,
G20899,Wahlkarten - Völkermarkt,0,2047,68,1979,655,412,206,130,369,108,75,10,14,,,,,,
G20900,Wolfsberg,44129,32063,680,31383,11086,4678,6895,3199,2305,2214,665,156,185,,,,,,
G20901,Bad St. Leonhard im Lavanttal,3664,2557,52,2505,842,501,592,229,167,114,42,10,8,,,,,,
G20905,Frantschach-St. Gertraud,2211,1523,17,1506,534,297,332,137,71,91,27,6,11,,,,,,
G20909,Lavamünd,2571,1704,32,1672,674,255,360,162,70,118,15,11,7,,,,,,
G20911,Preitenegg,846,597,14,583,146,155,135,71,22,37,14,2,1,,,,,,
G20912,Reichenfels,1543,1055,28,1027,309,222,228,128,61,55,18,2,4,,,,,,
G20913,St. Andrä,8451,5479,136,5343,1918,690,1277,580,294,432,95,29,28,,,,,,
G20914,St. Georgen im Lavanttal,1658,1101,31,1070,387,133,273,86,59,113,11,4,4,,,,,,
G20918,St. Paul im Lavanttal,2817,1919,46,1873,599,274,460,226,125,141,31,7,10,,,,,,
G20923,Wolfsberg,20368,13570,277,13293,4820,1700,2896,1372,1082,929,342,63,89,,,,,,
G20999,Wahlkarten - Wolfsberg,0,2558,47,2511,857,451,342,208,354,184,70,22,23,,,,,,
G21000,Feldkirchen,24485,17065,337,16728,4913,2453,3530,2053,1685,1366,567,68,93,,,,,,
G21001,Albeck,851,516,22,494,104,109,139,60,25,48,7,1,1,,,,,,
G21002,Feldkirchen in Kärnten,11652,7067,126,6941,2085,870,1458,913,696,603,243,29,44,,,,,,
G21003,Glanegg,1567,1038,14,1024,460,123,201,86,82,40,24,2,6,,,,,,
G21004,Gnesau,874,589,20,569,137,104,133,66,50,55,20,1,3,,,,,,
G21005,Himmelberg,1911,1252,37,1215,297,209,285,194,95,92,32,4,7,,,,,,
G21006,Ossiach,600,382,10,372,69,66,74,50,40,40,25,2,6,,,,,,
G21007,Reichenau,1542,1002,26,976,338,146,205,97,47,99,40,3,1,,,,,,
G21008,St. Urban,1165,711,7,704,192,109,203,79,55,48,13,4,1,,,,,,
G21009,Steindorf am Ossiacher See,2989,1846,27,1819,515,242,372,207,195,181,88,8,11,,,,,,
G21010,Steuerberg,1334,804,26,778,218,120,193,119,54,49,24,1,0,,,,,,
G21099,Wahlkarten - Feldkirchen,0,1858,22,1836,498,355,267,182,346,111,51,13,13,,,,,,
G30000,Niederösterreich,1278675,1036180,22182,1013998,279988,310345,190601,27019,97487,48105,45285,7757,7411,,,,,,
G3A000,Weinviertel,237018,193508,4073,189435,51617,62417,36217,4554,15984,8603,7452,1295,1296,,,,,,
G3A099,Wahlkarten - Weinviertel,0,766,11,755,167,171,154,20,133,28,62,11,9,,,,,,
G3B000,Waldviertel,181352,149822,3909,145913,35295,58886,24284,3396,11339,6021,4817,1016,859,,,,,,
G3B099,Wahlkarten - Waldviertel,0,503,9,494,82,120,72,19,113,20,56,6,6,,,,,,
G3C000,Mostviertel,194082,161354,3955,157399,40660,56252,27981,4369,14495,6581,4953,982,1126,,,,,,
G3C099,Wahlkarten - Mostviertel,0,456,9,447,83,111,55,19,114,12,42,10,1,,,,,,
G3D000,Niederösterreich Mitte,193891,157482,3518,153964,45110,44673,28142,4083,15757,7167,6550,1331,1151,,,,,,
G3D099,Wahlkarten - Niederösterreich Mitte,0,514,8,506,102,120,64,25,108,26,46,4,11,,,,,,
G3E000,Niederösterreich Süd,158748,125006,2475,122531,38705,31450,26577,3427,9908,6302,4382,922,858,,,,,,
G3E099,Wahlkarten - Niederösterreich Süd,0,365,3,362,77,72,66,22,55,25,34,6,5,,,,,,
G3F000,Wien Umgebung,176143,140364,2330,138034,35674,33155,24799,4149,19375,6717,11636,1338,1191,,,,,,
G3F099,Wahlkarten - Wien Umgebung,0,1051,10,1041,222,227,134,41,220,58,118,12,9,,,,,,
G3G000,Niederösterreich Süd - Ost,137441,108644,1922,106722,32927,23512,22601,3041,10629,6714,5495,873,930,,,,,,
G3G099,Wahlkarten - Süd-Ost,0,436,5,431,88,95,63,18,83,25,53,3,3,,,,,,
G30099,Wahlkarten - Niederösterreich,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
G30100,Krems an der Donau(Stadt),18604,14147,261,13886,4197,3504,2629,366,1648,559,668,225,90,,,,,,
G30101,Krems an der Donau,18604,12721,241,12480,3852,3057,2461,341,1393,500,584,208,84,,,,,,
G30199,Wahlkarten - Krems an der Donau(Stadt),0,1426,20,1406,345,447,168,25,255,59,84,17,6,,,,,,
G30200,Sankt Pölten(Stadt),39248,30077,550,29527,11090,5895,5292,751,3382,1254,1295,319,249,,,,,,
G30201,St. Pölten,39248,26891,511,26380,9881,5210,4939,679,2867,1118,1162,297,227,,,,,,
G30299,Wahlkarten - Sankt Pölten(Stadt),0,3186,39,3147,1209,685,353,72,515,136,133,22,22,,,,,,
G30300,Waidhofen an der Ybbs(Stadt),9073,7501,165,7336,1646,2774,1084,252,861,307,323,37,52,,,,,,
G30301,Waidhofen an der Ybbs,9073,6625,148,6477,1450,2504,992,212,697,267,274,33,48,,,,,,
G30399,Wahlkarten - Waidhofen an der Ybbs(Stadt),0,876,17,859,196,270,92,40,164,40,49,4,4,,,,,,
G30400,Wiener Neustadt(Stadt),30920,22007,343,21664,7158,3777,5091,643,2362,1184,987,246,216,,,,,,
G30401,Wiener Neustadt,30920,19934,319,19615,6501,3300,4790,601,2054,1076,882,223,188,,,,,,
G30499,Wahlkarten - Wiener Neustadt(Stadt),0,2073,24,2049,657,477,301,42,308,108,105,23,28,,,,,,
G30500,Amstetten,89952,74665,1880,72785,19202,24692,13114,2112,7127,3140,2370,480,548,,,,,,
G30501,Allhartsberg,1643,1345,49,1296,245,577,230,30,116,46,36,9,7,,,,,,
G30502,Amstetten,17840,12670,314,12356,4250,2586,2749,413,1227,516,424,102,89,,,,,,
G30503,Ardagger,2703,2169,81,2088,351,914,421,54,176,76,64,12,20,,,,,,
G30504,Aschbach-Markt,2873,2103,59,2044,393,840,375,70,171,92,69,12,22,,,,,,
G30506,Behamberg,2595,2106,59,2047,487,648,409,86,220,114,55,8,20,,,,,,
G30507,Biberbach,1778,1409,36,1373,249,617,215,47,123,54,50,11,7,,,,,,
G30508,Ennsdorf,2195,1533,24,1509,664,187,359,30,147,66,27,16,13,,,,,,
G30509,Ernsthofen,1767,1310,26,1284,404,386,229,27,110,68,48,7,5,,,,,,
G30510,Ertl,1020,762,23,739,95,355,146,23,45,44,16,3,12,,,,,,
G30511,Euratsfeld,2035,1701,49,1652,218,830,263,45,176,58,48,5,9,,,,,,
G30512,Ferschnitz,1390,1115,38,1077,169,490,228,29,76,35,38,6,6,,,,,,
G30514,Haag,4444,3263,69,3194,775,1123,494,84,383,142,151,17,25,,,,,,
G30515,Haidershofen,2874,2262,60,2202,602,730,363,84,230,102,63,11,17,,,,,,
G30516,Hollenstein an der Ybbs,1409,1086,33,1053,352,401,139,20,60,48,25,3,5,,,,,,
G30517,Kematen an der Ybbs,1980,1515,35,1480,614,353,288,30,74,62,34,17,8,,,,,,
G30520,Neuhofen an der Ybbs,2231,1689,63,1626,197,710,359,69,142,79,55,6,9,,,,,,
G30521,Neustadtl an der Donau,1714,1376,50,1326,264,631,257,30,81,29,25,3,6,,,,,,
G30522,Oed-Oehling,1414,1053,24,1029,201,366,192,43,123,47,42,4,11,,,,,,
G30524,Opponitz,724,573,15,558,143,236,81,14,33,28,10,7,6,,,,,,
G30526,St. Georgen am Reith,466,358,5,353,94,152,58,5,21,10,8,3,2,,,,,,
G30527,St. Georgen am Ybbsfelde,2162,1659,46,1613,350,605,353,44,116,70,52,12,11,,,,,,
G30529,St. Pantaleon-Erla,2056,1589,35,1554,549,360,308,51,128,71,49,26,12,,,,,,
G30530,St. Peter in der Au,4050,3095,80,3015,520,1313,505,87,334,129,107,6,14,,,,,,
G30531,St. Valentin,7445,5626,140,5486,2236,992,955,149,585,289,185,50,45,,,,,,
G30532,Seitenstetten,2591,1943,56,1887,305,762,352,50,234,75,66,20,23,,,,,,
G30533,Sonntagberg,3150,2329,50,2279,893,584,370,65,161,103,73,11,19,,,,,,
G30534,Strengberg,1603,1195,39,1156,284,504,158,35,86,42,35,4,8,,,,,,
G30536,Viehdorf,1046,830,18,812,141,400,141,30,36,36,18,6,4,,,,,,
G30538,Wallsee-Sindelburg,1753,1264,27,1237,281,511,239,35,75,52,36,6,2,,,,,,
G30539,Weistrach,1798,1361,29,1332,193,653,241,31,117,52,26,8,11,,,,,,
G30541,Winklarn,1231,936,23,913,223,309,182,23,78,40,45,5,8,,,,,,
G30542,Wolfsbach,1560,1202,23,1179,164,603,191,35,83,58,36,6,3,,,,,,
G30543,Ybbsitz,2956,2282,60,2222,325,1210,291,37,177,94,65,7,16,,,,,,
G30544,Zeillern,1456,1102,29,1073,161,480,218,38,98,40,26,6,6,,,,,,
G30599,Wahlkarten - Amstetten,0,6854,113,6741,1810,2274,755,169,1085,273,263,45,67,,,,,,
G30600,Baden,104261,81531,1455,80076,24250,16478,16994,2376,8625,5394,4552,688,719,,,,,,
G30601,Alland,1858,1331,17,1314,258,387,317,53,115,76,83,10,15,,,,,,
G30602,Altenmarkt an der Triesting,1579,1156,17,1139,247,439,238,29,82,52,34,8,10,,,,,,
G30603,Bad Vöslau,8540,6099,121,5978,1753,1208,1152,166,885,310,406,52,46,,,,,,
G30604,Baden,18936,12411,205,12206,2660,3192,1957,410,1805,798,1146,122,116,,,,,,
G30605,Berndorf,6500,4386,104,4282,1575,676,1016,99,374,251,194,44,53,,,,,,
G30607,Ebreichsdorf,7681,5376,97,5279,1649,737,1345,162,498,592,217,36,43,,,,,,
G30608,Enzesfeld-Lindabrunn,3191,2332,51,2281,799,415,511,75,197,124,128,16,16,,,,,,
G30609,Furth an der Triesting,652,504,8,496,67,242,91,11,30,30,19,4,2,,,,,,
G30612,Günselsdorf,1318,971,20,951,372,141,256,27,53,59,30,8,5,,,,,,
G30613,Heiligenkreuz,1081,787,10,777,138,242,160,20,102,53,53,4,5,,,,,,
G30614,Hernstein,1229,997,16,981,219,415,146,31,64,49,40,4,13,,,,,,
G30615,Hirtenberg,1687,1213,21,1192,512,116,336,25,73,62,42,15,11,,,,,,
G30616,Klausen-Leopoldsdorf,1252,887,14,873,248,206,224,24,67,46,47,3,8,,,,,,
G30618,Kottingbrunn,5657,3981,64,3917,1314,595,952,120,388,288,178,43,39,,,,,,
G30620,Leobersdorf,3473,2514,55,2459,778,468,626,66,216,151,108,17,29,,,,,,
G30621,Mitterndorf an der Fischa,1605,1073,18,1055,403,143,311,27,65,64,30,6,6,,,,,,
G30623,Oberwaltersdorf,3079,2171,29,2142,615,425,406,56,208,255,141,22,14,,,,,,
G30625,Pfaffstätten,2603,1977,35,1942,416,550,314,47,326,84,172,19,14,,,,,,
G30626,Pottendorf,5035,3483,64,3419,1203,579,928,84,240,225,96,35,29,,,,,,
G30627,Pottenstein,2203,1566,36,1530,521,332,312,33,152,94,56,15,15,,,,,,
G30629,Reisenberg,1253,990,22,968,408,188,200,21,36,75,31,5,4,,,,,,
G30631,Schönau an der Triesting,1616,1153,21,1132,380,232,264,28,108,71,36,6,7,,,,,,
G30633,Seibersdorf,1138,870,17,853,192,285,205,20,43,65,32,2,9,,,,,,
G30635,Sooß,808,603,16,587,118,176,103,30,66,50,38,2,4,,,,,,
G30636,Tattendorf,1033,802,14,788,243,191,176,21,71,48,29,4,5,,,,,,
G30637,Teesdorf,1319,1034,15,1019,434,202,181,19,79,53,34,6,11,,,,,,
G30639,Traiskirchen,12740,9472,176,9296,3325,1246,2275,327,841,623,481,92,86,,,,,,
G30641,Trumau,2533,1920,30,1890,803,218,445,47,154,112,82,8,21,,,,,,
G30645,Weissenbach an der Triesting,1314,980,18,962,319,216,209,34,77,59,36,4,8,,,,,,
G30646,Blumau-Neurißhof,1348,956,20,936,297,118,294,35,75,63,33,6,15,,,,,,
G30699,Wahlkarten - Baden,0,7536,104,7432,1984,1898,1044,229,1135,512,500,70,60,,,,,,
G30700,Bruck an der Leitha,33180,26677,462,26215,8589,6939,5544,647,1921,1295,890,182,208,,,,,,
G30701,Au am Leithaberge,779,589,11,578,111,200,160,14,28,43,13,5,4,,,,,,
G30702,Bad Deutsch-Altenburg,1129,779,6,773,232,163,211,60,42,36,19,4,6,,,,,,
G30703,Berg,519,415,9,406,173,122,81,5,10,12,2,0,1,,,,,,
G30704,Bruck an der Leitha,5976,4114,92,4022,1469,806,850,85,385,197,174,31,25,,,,,,
G30706,Enzersdorf an der Fischa,2482,1899,28,1871,630,405,472,47,116,106,62,13,20,,,,,,
G30708,Göttlesbrunn-Arbesthal,1117,862,9,853,146,358,178,25,48,52,33,9,4,,,,,,
G30709,Götzendorf an der Leitha,1527,1173,22,1151,411,268,207,26,94,75,48,5,17,,,,,,
G30710,Hainburg a.d. Donau,3907,2619,47,2572,733,633,668,88,180,129,91,28,22,,,,,,
G30711,Haslau-Maria Ellend,1424,1056,13,1043,388,234,207,29,83,41,42,8,11,,,,,,
G30712,Höflein,968,785,12,773,158,325,173,11,45,36,23,0,2,,,,,,
G30713,Hof am Leithaberge,1177,937,17,920,272,243,222,30,43,68,34,3,5,,,,,,
G30715,Hundsheim,474,370,6,364,150,94,75,14,11,7,6,1,6,,,,,,
G30716,Mannersdorf am Leithagebirge,2968,2217,42,2175,1039,332,385,39,163,111,69,10,27,,,,,,
G30718,Petronell-Carnuntum,984,735,13,722,246,167,137,25,73,27,31,7,9,,,,,,
G30719,Prellenkirchen,1148,865,21,844,205,351,166,14,34,38,22,6,8,,,,,,
G30721,Rohrau,1208,912,12,900,253,304,193,14,64,36,28,3,5,,,,,,
G30722,Scharndorf,914,704,7,697,170,324,97,17,52,22,8,4,3,,,,,,
G30724,Sommerein,1604,1232,13,1219,509,238,290,25,67,39,36,9,6,,,,,,
G30726,Trautmannsdorf an der Leitha,2295,1744,43,1701,493,538,338,24,126,100,60,15,7,,,,,,
G30728,Wolfsthal,580,449,4,445,122,181,88,9,18,13,11,1,2,,,,,,
G30799,Wahlkarten - Bruck an der Leitha,0,2221,35,2186,679,653,346,46,239,107,78,20,18,,,,,,
G30800,Gänserndorf,75714,60218,1091,59127,19241,15372,13300,1408,4164,2860,1949,426,407,,,,,,
G30801,Aderklaa,142,117,1,116,4,73,20,1,13,2,3,0,0,,,,,,
G30802,Andlersdorf,104,79,0,79,14,40,9,2,5,6,2,0,1,,,,,,
G30803,Angern an der March,2564,1932,46,1886,813,387,384,33,102,87,54,15,11,,,,,,
G30804,Auersthal,1465,1146,22,1124,374,383,154,22,105,43,32,4,7,,,,,,
G30805,Bad Pirawarth,1367,1023,22,1001,300,355,175,27,55,36,45,5,3,,,,,,
G30808,Deutsch-Wagram,6161,4254,91,4163,1219,892,1055,127,397,197,191,39,46,,,,,,
G30810,Drösing,962,684,11,673,254,209,121,16,28,29,8,5,3,,,,,,
G30811,Dürnkrut,1871,1347,23,1324,567,270,302,37,57,46,34,7,4,,,,,,
G30812,Ebenthal,675,498,14,484,131,133,133,11,43,19,13,1,0,,,,,,
G30813,Eckartsau,935,686,13,673,155,261,155,19,25,35,20,0,3,,,,,,
G30814,Engelhartstetten,1538,1180,19,1161,340,329,264,55,55,75,23,9,11,,,,,,
G30817,Gänserndorf,7848,5524,104,5420,1803,918,1407,139,577,281,217,36,42,,,,,,
G30819,Glinzendorf,196,153,2,151,28,67,32,2,5,6,8,2,1,,,,,,
G30821,Groß-Enzersdorf,7697,5508,95,5413,1679,1136,1359,149,476,296,234,39,45,,,,,,
G30822,Großhofen,58,54,1,53,4,29,12,0,1,2,5,0,0,,,,,,
G30824,Groß-Schweinbarth,984,784,16,768,245,289,135,12,34,25,21,4,3,,,,,,
G30825,Haringsee,901,684,16,668,178,243,126,13,35,46,20,5,2,,,,,,
G30826,Hauskirchen,1013,763,18,745,206,295,134,13,31,45,18,1,2,,,,,,
G30827,Hohenau an der March,2183,1535,18,1517,784,211,341,24,53,49,36,15,4,,,,,,
G30828,Hohenruppersdorf,753,623,16,607,108,276,113,11,44,38,13,1,3,,,,,,
G30829,Jedenspeigen,911,722,6,716,247,266,102,10,38,34,15,1,3,,,,,,
G30830,Lassee,1983,1441,23,1418,389,375,395,40,71,88,34,13,13,,,,,,
G30831,Leopoldsdorf im Marchfelde,1983,1412,20,1392,550,271,310,39,95,62,47,4,14,,,,,,
G30834,Mannsdorf an der Donau,286,223,3,220,42,90,38,13,12,10,11,2,2,,,,,,
G30835,Marchegg,2182,1562,26,1536,634,281,360,43,78,83,34,11,12,,,,,,
G30836,Markgrafneusiedl,665,513,12,501,185,99,118,6,29,29,28,1,6,,,,,,
G30838,Matzen-Raggendorf,2072,1596,30,1566,489,439,349,39,97,76,54,10,13,,,,,,
G30841,Neusiedl an der Zaya,1017,782,23,759,202,289,172,18,27,24,16,6,5,,,,,,
G30842,Obersiebenbrunn,1297,930,13,917,329,191,248,20,47,53,21,4,4,,,,,,
G30844,Orth an der Donau,1614,1084,15,1069,284,294,287,30,73,44,39,8,10,,,,,,
G30845,Palterndorf-Dobermannsdorf,1025,740,12,728,186,298,159,16,20,34,9,4,2,,,,,,
G30846,Parbasdorf,121,104,2,102,9,62,10,1,12,3,4,0,1,,,,,,
G30848,Prottes,1089,787,19,768,260,222,172,19,36,32,21,2,4,,,,,,
G30849,Raasdorf,427,308,1,307,94,121,51,3,12,10,9,4,3,,,,,,
G30850,Ringelsdorf-Niederabsdorf,1102,805,16,789,351,201,140,14,25,36,14,3,5,,,,,,
G30852,Schönkirchen-Reyersdorf,1539,1151,21,1130,364,270,264,28,66,63,60,6,9,,,,,,
G30854,Spannberg,750,602,17,585,121,234,145,13,33,21,13,2,3,,,,,,
G30856,Strasshof an der Nordbahn,6698,4495,74,4421,1779,525,1173,109,328,243,178,52,34,,,,,,
G30857,Sulz im Weinviertel,978,759,28,731,160,333,132,14,28,36,17,8,3,,,,,,
G30858,Untersiebenbrunn,1204,910,13,897,372,139,239,16,33,54,33,6,5,,,,,,
G30859,Velm-Götzendorf,636,493,12,481,125,171,95,13,34,26,11,4,2,,,,,,
G30860,Weikendorf,1489,1100,20,1080,315,312,254,32,94,30,35,5,3,,,,,,
G30863,Zistersdorf,4486,3277,66,3211,769,1289,689,54,170,135,67,23,15,,,,,,
G30865,Weiden an der March,743,556,6,550,102,297,80,3,25,21,13,1,8,,,,,,
G30899,Wahlkarten - Gänserndorf,0,5292,65,5227,1677,1507,887,102,540,250,169,58,37,,,,,,
G30900,Gmünd,31677,25854,701,25153,8288,8904,3927,513,1501,1129,582,168,141,,,,,,
G30902,Amaliendorf-Aalfang,940,676,21,655,302,106,136,8,33,32,23,6,9,,,,,,
G30903,Brand-Nagelberg,1420,1041,39,1002,543,167,144,12,52,54,19,6,5,,,,,,
G30904,Eggern,590,440,8,432,122,180,65,5,26,17,9,4,4,,,,,,
G30906,Eisgarn,570,449,5,444,142,196,63,8,16,15,2,1,1,,,,,,
G30908,Gmünd,4459,3084,62,3022,1211,816,509,70,164,123,95,17,17,,,,,,
G30909,Großdietmanns,1911,1426,50,1376,393,543,238,21,70,69,24,8,10,,,,,,
G30910,Bad Großpertholz,1171,865,16,849,259,323,119,11,42,53,23,8,11,,,,,,
G30912,Großschönau,1016,775,24,751,103,375,122,20,54,51,11,6,9,,,,,,
G30913,Moorbad Harbach,546,422,10,412,100,161,75,15,27,19,9,5,1,,,,,,
G30915,Haugschlag,403,307,16,291,86,115,53,3,11,20,2,1,0,,,,,,
G30916,Heidenreichstein,3493,2457,75,2382,844,770,407,43,142,105,34,25,12,,,,,,
G30917,Hirschbach,476,382,7,375,136,136,60,6,20,12,3,1,1,,,,,,
G30920,Hoheneich,1214,876,21,855,289,304,105,26,65,38,18,6,4,,,,,,
G30921,Kirchberg am Walde,1141,868,23,845,188,392,156,18,24,49,11,5,2,,,,,,
G30925,Litschau,2026,1403,38,1365,422,502,229,28,70,61,39,7,7,,,,,,
G30929,Reingers,565,400,10,390,71,195,56,4,18,40,6,0,0,,,,,,
G30932,St. Martin,965,710,28,682,167,288,118,12,43,31,16,5,2,,,,,,
G30935,Schrems,4635,3221,86,3135,1293,875,504,89,162,131,57,15,9,,,,,,
G30939,Unserfrau-Altweitra,829,646,22,624,114,327,91,12,40,15,14,8,3,,,,,,
G30940,Waldenstein,983,744,31,713,116,406,100,11,30,28,16,4,2,,,,,,
G30942,Weitra,2324,1641,55,1586,386,701,220,41,98,62,61,11,6,,,,,,
G30999,Wahlkarten - Gmünd,0,3021,54,2967,1001,1026,357,50,294,104,90,19,26,,,,,,
G31000,Hollabrunn,41153,33900,809,33091,8110,14016,5231,673,2131,1469,1077,169,215,,,,,,
G31001,Alberndorf im Pulkautal,622,457,11,446,125,155,82,9,20,35,12,4,4,,,,,,
G31008,Göllersdorf,2303,1724,41,1683,381,687,284,33,137,75,71,6,9,,,,,,
G31009,Grabern,1142,933,39,894,182,464,111,12,51,47,17,4,6,,,,,,
G31014,Guntersdorf,927,710,20,690,152,314,131,20,24,31,13,3,2,,,,,,
G31015,Hadres,1429,1135,26,1109,282,498,167,19,41,53,35,4,10,,,,,,
G31016,Hardegg,1146,910,34,876,188,430,141,19,34,38,14,9,3,,,,,,
G31018,Haugsdorf,1345,1034,24,1010,319,371,186,16,46,46,20,4,2,,,,,,
G31019,Heldenberg,1020,798,27,771,146,369,120,15,45,33,30,8,5,,,,,,
G31021,Hohenwarth-Mühlbach a.M.,1041,801,19,782,167,379,140,11,41,22,16,1,5,,,,,,
G31022,Hollabrunn,9150,6709,140,6569,1493,2415,1256,152,574,313,277,42,47,,,,,,
G31025,Mailberg,490,380,9,371,126,141,59,4,20,7,10,4,0,,,,,,
G31026,Maissau,1626,1185,30,1155,313,494,166,15,51,63,39,3,11,,,,,,
G31028,Nappersdorf-Kammersdorf,1036,785,15,770,170,349,132,16,31,39,20,2,11,,,,,,
G31033,Pernersdorf,804,644,17,627,209,253,97,13,19,21,10,1,4,,,,,,
G31035,Pulkau,1312,967,18,949,240,482,113,22,36,25,21,3,7,,,,,,
